path,width,height,sha256
assets/minecraft/textures/block/chiseled_bookshelf_occupied.png,16,16,f3a66a8d695305b7fc9a6c7cc92024600caaa4c48e837a8460de70eb1aaaf4c1
assets/minecraft/textures/block/chiseled_bookshelf_side.png,16,16,d526ba0c5c0665a6e05baaf8a56e5900878ab48bc67cfd057119adddf5df04f1
assets/minecraft/textures/block/chiseled_bookshelf_top.png,16,16,c607b1081bee3c14ed839b0b4097ef07c529fba4d644a21e9bcc5fb653d4c033
assets/minecraft/textures/block/chiseled_deepslate.png,16,16,276de29c01fcdf53ea94ade2000daae4ca709759c855f32643b2c5290013a1c9
assets/minecraft/textures/block/chiseled_nether_bricks.png,16,16,b7bbdfdcda374cd55bb373baa06c2bf9c75c0ad7bebd1c6793f3bbbab081f1d8
assets/minecraft/textures/block/chiseled_polished_blackstone.png,16,16,3b24eb9635ab97c873c53f3e89844f2a79d4a4f93208017a2647ae83f3c081c9
assets/minecraft/textures/block/chiseled_quartz_block.png,16,16,d829f43e8034c6c735284acdb51aa00970bf118fb8dbc7d14e3d885d703464b8
assets/minecraft/textures/block/chiseled_quartz_block_top.png,16,16,3f03b2d4e510860e3fd42daf61701cd8e137cd3b901529ecd7843c66b1a4aaae
assets/minecraft/textures/block/chiseled_red_sandstone.png,16,16,fa97839e9a592197c388af2e1f5368b1ad1ef5661b93873bdd1345aa9a116dce
assets/minecraft/textures/block/chiseled_sandstone.png,16,16,86ae98109278f966e876e75f90e717ff5afcb60570e6355e410702f1890eb1e3
assets/minecraft/textures/block/chiseled_stone_bricks.png,16,16,54d8f4217c3a3efc4e5a8679ff00839961aea097565d152ed6cfe1d76dcb3f4d
assets/minecraft/textures/block/chorus_flower.png,16,16,8b586ebd4a1101e973317d95fa2dbbf3033c0e755b8d79033f5f9e5d41e25651
assets/minecraft/textures/block/chorus_flower_dead.png,16,16,4aa0105768ad3adef620408e75193bd5cafd839e1492fa6abacce363d15d3870
assets/minecraft/textures/block/chorus_plant.png,16,16,8ca90a05b4baf9c558693da4204dfb90e543d28f95354e6626fd80a366f5a084
assets/minecraft/textures/block/clay.png,16,16,f861d609530c17102befd914127c2c2261a5d75ad0b7324410ba6d196b8d98c4
assets/minecraft/textures/block/coal_block.png,16,16,ce9dfcf13f552af9b52a0d8ddce9931878e54c851bd6fda09c70209db7c5284b
assets/minecraft/textures/block/coal_ore.png,16,16,9f1416938aae93d0fccb953ba7004d8a68e939ff6bb6996cbee4ff050e16600a
assets/minecraft/textures/block/coarse_dirt.png,16,16,62c9081c0fd20dc1dad89a3552a3d8ec21cd375ef641b6a7df77686e3b404e7a
assets/minecraft/textures/block/cobbled_deepslate.png,16,16,368f505f250f950ff186ff0a92a9b810a2165a0750fa93f2b5bd6f0f3b20f094
assets/minecraft/textures/block/cobblestone.png,16,16,2431a28eaaf9a728a6bf6bfad515a2db74932d5091604c8c66c500734e21883a
